Sentence,Intent
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
yes darling long time ,Agreement
yeah you got a point there ....lol,Agreement
"Yes, there is.",Agreement
Of Course I knew,Agreement
yes i am here,Agreement
i think so actually,Agreement
yes I know,Agreement
yea sure...why not,Agreement
"well, glad it worked out",Agreement
I can see that.,Agreement
I am so happy.,Agreement
yeah i know.,Agreement
yes yes yes,Agreement
That is correct,Agreement
I agree,Agreement
I think it will work,Agreement
why  not,Agreement
I am very sure,Agreement
that is vey true,Agreement
yeah it can be ,Agreement
i think so actually,Agreement
yes lets do that,Agreement
Yep that is correct,Agreement
yes I agree with you,Agreement
That is correct,Agreement
I agree,Agreement
I think it will work,Agreement
why  not,Agreement
I am very sure,Agreement
that is vey true,Agreement
yeah it can be ,Agreement
i think so actually,Agreement
yes lets do that,Agreement
Yep that is correct,Agreement
yes I agree with you,Agreement
That is correct,Agreement
I agree,Agreement
I think it will work,Agreement
why  not,Agreement
I am very sure,Agreement
that is vey true,Agreement
yeah it can be ,Agreement
i think so actually,Agreement
yes lets do that,Agreement
Yep that is correct,Agreement
yes I agree with you,Agreement
That is correct,Agreement
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
yes darling long time ,Agreement
yeah you got a point there ....lol,Agreement
"Yes, there is.",Agreement
Of Course I knew,Agreement
yes i am here,Agreement
i think so actually,Agreement
yes I know,Agreement
yea sure...why not,Agreement
"well, glad it worked out",Agreement
I can see that.,Agreement
I am so happy.,Agreement
yeah i know.,Agreement
yes yes yes,Agreement
That is correct,Agreement
I agree,Agreement
I think it will work,Agreement
why  not,Agreement
I am very sure,Agreement
that is vey true,Agreement
yeah it can be ,Agreement
i think so actually,Agreement
yes lets do that,Agreement
Yep that is correct,Agreement
yes I agree with you,Agreement
That is correct,Agreement
I agree,Agreement
I think it will work,Agreement
why  not,Agreement
I am very sure,Agreement
that is vey true,Agreement
yeah it can be ,Agreement
i think so actually,Agreement
yes lets do that,Agreement
Yep that is correct,Agreement
yes I agree with you,Agreement
That is correct,Agreement
I agree,Agreement
I think it will work,Agreement
why  not,Agreement
I am very sure,Agreement
that is vey true,Agreement
yeah it can be ,Agreement
i think so actually,Agreement
yes lets do that,Agreement
Yep that is correct,Agreement
yes I agree with you,Agreement
That is correct,Agreement
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
Tell me the time,TimeQuery
Time please,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
can u tell me the time,TimeQuery
can you tell me the time,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
do yiu know the time,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
get me the time plz,TimeQuery
Do you know what time it is now?,TimeQuery
What time does it is,TimeQuery
time now,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
Tell me the time,TimeQuery
Time please,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
can u tell me the time,TimeQuery
can you tell me the time,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
do yiu know the time,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
get me the time plz,TimeQuery
Do you know what time it is now?,TimeQuery
What time does it is,TimeQuery
time now,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
Tell me the time,TimeQuery
Time please,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
can u tell me the time,TimeQuery
can you tell me the time,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
do yiu know the time,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
get me the time plz,TimeQuery
Do you know what time it is now?,TimeQuery
What time does it is,TimeQuery
time now,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
Tell me the time,TimeQuery
Time please,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
can u tell me the time,TimeQuery
can you tell me the time,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
do yiu know the time,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
get me the time plz,TimeQuery
Do you know what time it is now?,TimeQuery
What time does it is,TimeQuery
time now,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
Tell me the time,TimeQuery
Time please,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
can u tell me the time,TimeQuery
can you tell me the time,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
do yiu know the time,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
get me the time plz,TimeQuery
Do you know what time it is now?,TimeQuery
What time does it is,TimeQuery
time now,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
Tell me the time,TimeQuery
Time please,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
can u tell me the time,TimeQuery
can you tell me the time,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
do yiu know the time,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
get me the time plz,TimeQuery
Do you know what time it is now?,TimeQuery
What time does it is,TimeQuery
time now,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
Tell me the time,TimeQuery
Time please,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
can u tell me the time,TimeQuery
can you tell me the time,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
do yiu know the time,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
get me the time plz,TimeQuery
Do you know what time it is now?,TimeQuery
What time does it is,TimeQuery
time now,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
Tell me the time,TimeQuery
Time please,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
can u tell me the time,TimeQuery
can you tell me the time,TimeQuery
wht time it it,TimeQuery
what is the current time,TimeQuery
do yiu know the time,TimeQuery
what time is this,TimeQuery
wht time it it,TimeQuery
get me the time plz,TimeQuery
Do you know what time it is now?,TimeQuery
What time does it is,TimeQuery
time now,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
Get me the time soon,TimeQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
Year please,YearQuery
what year is this,YearQuery
let me know the year,YearQuery
what is the current year,YearQuery
can u tell me the year,YearQuery
can you tell me the year,YearQuery
Get me the month,YearQuery
in which year we are,YearQuery
get me the year,YearQuery
Just get me the year,YearQuery
Do you know what year it is now?,YearQuery
what year this is,YearQuery
let me know the year,YearQuery
year plzzzz,YearQuery
Do you know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
Year please,YearQuery
what year is this,YearQuery
let me know the year,YearQuery
what is the current year,YearQuery
can u tell me the year,YearQuery
can you tell me the year,YearQuery
Get me the month,YearQuery
in which year we are,YearQuery
get me the year,YearQuery
Just get me the year,YearQuery
Do you know what year it is now?,YearQuery
what year this is,YearQuery
let me know the year,YearQuery
year plzzzz,YearQuery
Do you know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
Year please,YearQuery
what year is this,YearQuery
let me know the year,YearQuery
what is the current year,YearQuery
can u tell me the year,YearQuery
can you tell me the year,YearQuery
Get me the month,YearQuery
in which year we are,YearQuery
get me the year,YearQuery
Just get me the year,YearQuery
Do you know what year it is now?,YearQuery
what year this is,YearQuery
let me know the year,YearQuery
year plzzzz,YearQuery
Do you know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
Year please,YearQuery
what year is this,YearQuery
let me know the year,YearQuery
what is the current year,YearQuery
can u tell me the year,YearQuery
can you tell me the year,YearQuery
Get me the month,YearQuery
in which year we are,YearQuery
get me the year,YearQuery
Just get me the year,YearQuery
Do you know what year it is now?,YearQuery
what year this is,YearQuery
let me know the year,YearQuery
year plzzzz,YearQuery
Do you know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
Year please,YearQuery
what year is this,YearQuery
let me know the year,YearQuery
what is the current year,YearQuery
can u tell me the year,YearQuery
can you tell me the year,YearQuery
Get me the month,YearQuery
in which year we are,YearQuery
get me the year,YearQuery
Just get me the year,YearQuery
Do you know what year it is now?,YearQuery
what year this is,YearQuery
let me know the year,YearQuery
year plzzzz,YearQuery
Do you know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
Year please,YearQuery
what year is this,YearQuery
let me know the year,YearQuery
what is the current year,YearQuery
can u tell me the year,YearQuery
can you tell me the year,YearQuery
Get me the month,YearQuery
in which year we are,YearQuery
get me the year,YearQuery
Just get me the year,YearQuery
Do you know what year it is now?,YearQuery
what year this is,YearQuery
let me know the year,YearQuery
year plzzzz,YearQuery
Do you know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
Year please,YearQuery
what year is this,YearQuery
let me know the year,YearQuery
what is the current year,YearQuery
can u tell me the year,YearQuery
can you tell me the year,YearQuery
Get me the month,YearQuery
in which year we are,YearQuery
get me the year,YearQuery
Just get me the year,YearQuery
Do you know what year it is now?,YearQuery
what year this is,YearQuery
let me know the year,YearQuery
year plzzzz,YearQuery
Do you know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
Year please,YearQuery
what year is this,YearQuery
let me know the year,YearQuery
what is the current year,YearQuery
can u tell me the year,YearQuery
can you tell me the year,YearQuery
Get me the month,YearQuery
in which year we are,YearQuery
get me the year,YearQuery
Just get me the year,YearQuery
Do you know what year it is now?,YearQuery
what year this is,YearQuery
let me know the year,YearQuery
year plzzzz,YearQuery
Do you know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
what year we are,YearQuery
Will talk to you next year,YearQuery
Just tell me the year,YearQuery
I want to know the Year,YearQuery
IS this 2020,YearQuery
is this 2018,YearQuery
is this 1983,YearQuery
I suppose u know the year,YearQuery
what is the date,DateQuery
the date is ?,DateQuery
what date it,DateQuery
it is what date,DateQuery
Tell me the date,DateQuery
Date please,DateQuery
what date is this,DateQuery
wht date it it,DateQuery
what is the today's date,DateQuery
can u tell me the date,DateQuery
can you tell me the date,DateQuery
tell me the date ,DateQuery
do you know the date,DateQuery
Do you know what date it is now?,DateQuery
what is today,DateQuery
current date,DateQuery
Do you know the date,DateQuery
get me the date plz,DateQuery
do u know the date,DateQuery
what date this,DateQuery
fetch me the date,DateQuery
find me the date,DateQuery
what is the date,DateQuery
the date is ?,DateQuery
what date it is,DateQuery
today's date is,DateQuery
please tell me the date,DateQuery
do u know what is the date,DateQuery
what date it,DateQuery
it is what date,DateQuery
Tell me the date,DateQuery
Date please,DateQuery
what date is this,DateQuery
wht date it it,DateQuery
what is the today's date,DateQuery
can u tell me the date,DateQuery
can you tell me the date,DateQuery
tell me the date ,DateQuery
do you know the date,DateQuery
Do you know what date it is now?,DateQuery
what is today,DateQuery
current date,DateQuery
Do you know the date,DateQuery
get me the date plz,DateQuery
do u know the date,DateQuery
what date this,DateQuery
fetch me the date,DateQuery
find me the date,DateQuery
what is the date,DateQuery
the date is ?,DateQuery
what date it is,DateQuery
today's date is,DateQuery
please tell me the date,DateQuery
do u know what is the date,DateQuery
what date it,DateQuery
it is what date,DateQuery
what is the date,DateQuery
the date is ?,DateQuery
what date it is,DateQuery
today's date is,DateQuery
please tell me the date,DateQuery
do u know what is the date,DateQuery
what date it,DateQuery
it is what date,DateQuery
what is the date,DateQuery
the date is ?,DateQuery
what date it is,DateQuery
today's date is,DateQuery
please tell me the date,DateQuery
do u know what is the date,DateQuery
what date it,DateQuery
it is what date,DateQuery
Tell me the date,DateQuery
Date please,DateQuery
what date is this,DateQuery
wht date it it,DateQuery
what is the today's date,DateQuery
can u tell me the date,DateQuery
can you tell me the date,DateQuery
tell me the date ,DateQuery
do you know the date,DateQuery
Do you know what date it is now?,DateQuery
what is today,DateQuery
current date,DateQuery
Do you know the date,DateQuery
get me the date plz,DateQuery
do u know the date,DateQuery
what date this,DateQuery
fetch me the date,DateQuery
find me the date,DateQuery
what is the date,DateQuery
the date is ?,DateQuery
what date it is,DateQuery
today's date is,DateQuery
please tell me the date,DateQuery
do u know what is the date,DateQuery
what date it,DateQuery
it is what date,DateQuery
Tell me the date,DateQuery
Date please,DateQuery
what date is this,DateQuery
wht date it it,DateQuery
what is the today's date,DateQuery
can u tell me the date,DateQuery
can you tell me the date,DateQuery
tell me the date ,DateQuery
do you know the date,DateQuery
Do you know what date it is now?,DateQuery
what is today,DateQuery
current date,DateQuery
Do you know the date,DateQuery
get me the date plz,DateQuery
do u know the date,DateQuery
what date this,DateQuery
fetch me the date,DateQuery
find me the date,DateQuery
what is the date,DateQuery
the date is ?,DateQuery
what date it is,DateQuery
today's date is,DateQuery
please tell me the date,DateQuery
do u know what is the date,DateQuery
what date it,DateQuery
it is what date,DateQuery
Tell me the date,DateQuery
Date please,DateQuery
what date is this,DateQuery
wht date it it,DateQuery
what is the today's date,DateQuery
can u tell me the date,DateQuery
can you tell me the date,DateQuery
tell me the date ,DateQuery
do you know the date,DateQuery
Do you know what date it is now?,DateQuery
what is today,DateQuery
current date,DateQuery
Do you know the date,DateQuery
get me the date plz,DateQuery
do u know the date,DateQuery
what date this,DateQuery
fetch me the date,DateQuery
find me the date,DateQuery
what is the date,DateQuery
the date is ?,DateQuery
what date it is,DateQuery
today's date is,DateQuery
please tell me the date,DateQuery
do u know what is the date,DateQuery
what date it,DateQuery
it is what date,DateQuery
Tell me the date,DateQuery
Date please,DateQuery
what date is this,DateQuery
wht date it it,DateQuery
what is the today's date,DateQuery
can u tell me the date,DateQuery
can you tell me the date,DateQuery
tell me the date ,DateQuery
do you know the date,DateQuery
Do you know what date it is now?,DateQuery
what is today,DateQuery
current date,DateQuery
Do you know the date,DateQuery
get me the date plz,DateQuery
do u know the date,DateQuery
what date this,DateQuery
fetch me the date,DateQuery
find me the date,DateQuery
what is the date,DateQuery
the date is ?,DateQuery
what date it is,DateQuery
today's date is,DateQuery
please tell me the date,DateQuery
do u know what is the date,DateQuery
what date it,DateQuery
it is what date,DateQuery
what is the date,DateQuery
the date is ?,DateQuery
what date it is,DateQuery
today's date is,DateQuery
please tell me the date,DateQuery
do u know what is the date,DateQuery
what date it,DateQuery
it is what date,DateQuery
Who is the writer of Ramayan?,About_Ramayana
When was Ramayana written,About_Ramayana
How many versions of Ramayana are there?,About_Ramayana
Who wrote Ramcharitmanas,About_Ramayana
What was the name of Ram's mother?,About_Ramayana
"Sita was an avatar of a goddess, but which one?",About_Ramayana
Rama and his brothers are all part of which dynasty?,About_Ramayana
Who was Lakshmana's mother?,About_Ramayana
What is the name of this bow that was broken by Rama?,About_Ramayana
Who was Lakshmana's wife?,About_Ramayana
Rama is the avatar of what Hindu God?,About_Ramayana
Urmila was the wife of which prince?,About_Ramayana
Who is the son of Kaikai?,About_Ramayana
"While abducting Sita, Ravana takes help of ?",About_Ramayana
Ayodhya was the capital of which kingdom?,About_Ramayana
Who gave the four sons of Dasharatha education?,About_Ramayana
Who informs Rama first that Ravana has abducted Sita?,About_Ramayana
What is the name of Rama's brother who goes with him into exile?,About_Ramayana
How many sons did Ravan have?,About_Ramayana
What are the names of Rama and Sita's sons?,About_Ramayana
"Who killed Indrajit, the son of Ravana?",About_Ramayana
How many Kandhs are there in Ramayana?,About_Ramayana
Who was Lakshmana's twin brother?,About_Ramayana
Who is Hanumaan the son of?,About_Ramayana
Who took Rama and Lakshmana on a quest at the beginning of 'The Ramayana'?,About_Ramayana
"who advises Kaikeyi to ask dasharatha to make Bharatha , the king of Koshala",About_Ramayana
Ayodhya situated on the banks of which river,About_Ramayana
Who is Dasaratha?,About_Ramayana
What caste is Rama born into?,About_Ramayana
Who was the wife of Bharat?,About_Ramayana
Who set Lanka in fire?,About_Ramayana
WHO IS TARA IN RAMAYANA?,About_Ramayana
NAME THE FATHER OF MANDODHARI,About_Ramayana
WHO WAS THE FATHER OF SITA,About_Ramayana
who is the father of Ravana ?,About_Ramayana
which garden did Hanuman destroy?,About_Ramayana
Who is Hanuman,About_Ramayana
Whose brother was Sugriva,About_Ramayana
king Dasharatha blessed Rama and also Lakshmana,About_Ramayana
The brothers loved each other very much too,About_Ramayana
